pdf_page,printed_page,text_char_count,image_count,text_layer_status,parser_used,text_sha256
222,221,494,0,TEXT_AVAILABLE,pymupdf_text,159b8060cbb3d92575f7eef468aaba1e4c9c55bd846eb1c5e75e991dfaf01480
223,222,1287,0,TEXT_AVAILABLE,pymupdf_text,787e642b6579916b389284bdc774190260ad9b867c38a05b248c97a0ca26a5ba
224,223,1510,0,TEXT_AVAILABLE,pymupdf_text,305e98a3b4154d2b11f4fdbdf2e599ca2281e4570d330534f20994284df83528
225,224,1406,0,TEXT_AVAILABLE,pymupdf_text,8e16e921d259be0f3351a0fab99446697967785285599f6cc7830c1527078c53
226,225,1030,0,TEXT_AVAILABLE,pymupdf_text,d59a1d3cbb4b836909051b18739cc303b7fead92caf117c2379d9bc77dcc3e56
227,226,1141,0,TEXT_AVAILABLE,pymupdf_text,85fc370ff7909d1713b56b585edd8b4715112b98a8cb14ca259e21a7c09ca3fc
228,227,1088,0,TEXT_AVAILABLE,pymupdf_text,c9c4d39b3049c2dd61c9930eb2e7673a48ac6ac7d46705a4f2734e1a78bdc55b
229,228,1083,0,TEXT_AVAILABLE,pymupdf_text,b067fac6291107d7eefe479f32d50790ac1162e46c156d0ad22e607a86a0e01a
230,229,775,0,TEXT_AVAILABLE,pymupdf_text,1de440bdd5746be374a5e48ba9dffc10d903217f9789e39f3ea7ace1acf50eb2
231,230,793,0,TEXT_AVAILABLE,pymupdf_text,3f28a8337f1fc46a3c901416114534e9ae5818d74a710110d0f9832b79231d7e
232,231,885,0,TEXT_AVAILABLE,pymupdf_text,68594d2d4eb94d8ff741be155abda5ab12a64229b94a409382dcb8ea05ef3197
233,232,637,0,TEXT_AVAILABLE,pymupdf_text,54662fbe2b70ffb390665642fa64119ee5984753afba06041a884a54cec7de74
234,233,948,0,TEXT_AVAILABLE,pymupdf_text,df87f61c2f48e899c798b41d18628f1ed986ae2f3c2795c9ab737b08f800768a
235,234,841,0,TEXT_AVAILABLE,pymupdf_text,81ef1f1e73916fe8183366241becd438dcc4b3aeb3ab0b1992250a9eebc7d37f
236,235,712,0,TEXT_AVAILABLE,pymupdf_text,a6c35cdfe683aaec21395dc03e9c866ac369d26f8b33a1175c5da093ae7638f1
237,236,714,0,TEXT_AVAILABLE,pymupdf_text,2224b87cc8892908e2bcbf1b26e4dddca7576ecf12593bca25de4491466429b5
238,237,873,0,TEXT_AVAILABLE,pymupdf_text,05d293525742fab370db276cced43d7ac4642fa23a4801e9871126584c11d61e
239,238,950,0,TEXT_AVAILABLE,pymupdf_text,9ed94c97080972d10c4dd8b0c387fd5c5d9918e12fb99554f97815ccf5c3d3c0
240,239,865,0,TEXT_AVAILABLE,pymupdf_text,1490ec4fed7ddc9d9e52fd4b6ed49f779f2d8975e0c7c5db92822b9b1de2acc5
241,240,816,0,TEXT_AVAILABLE,pymupdf_text,bee8453e48ed281c8bd668bb91e2d2a9c3dba1a8a2c88e630ad12cdfd90f0ece
242,241,900,0,TEXT_AVAILABLE,pymupdf_text,3549563b8f4b75b0c1f03df77fa3739d4cb948553a912d71d099535fb0c37156
243,242,812,0,TEXT_AVAILABLE,pymupdf_text,1d834a017231a9dd4a9ca6445a4e536a7f8d1644e8fda07237895f54175a8318
244,243,894,0,TEXT_AVAILABLE,pymupdf_text,1e2ca6d455e7db9b7f04454cf82d7991b47f8917158150749ae7112b53f3aca8
245,244,839,0,TEXT_AVAILABLE,pymupdf_text,bcd2f150b10d7e9b7d906c52979000f260a4fe17ba30b6fb9b4e607b93a141ef
246,245,885,0,TEXT_AVAILABLE,pymupdf_text,d553857111d6f803a7545cf3c86f912bc1a844a9f8a4c3b3be0e6df2f4e6c08e
247,246,891,0,TEXT_AVAILABLE,pymupdf_text,e458b3d2f72a760356dd552a8efb8bfc5b9063fcdeaf5238d4c2b7fb2792a34c
248,247,698,0,TEXT_AVAILABLE,pymupdf_text,1d988d8f194d6b585cfd7e19e9741c31732ba1425db2bae0f79e63859fbeea2e
249,248,765,0,TEXT_AVAILABLE,pymupdf_text,640d936a66beb84cb587194ea6c605af67f37aedc3d2d1d7e550c8706f87da4a
250,249,845,0,TEXT_AVAILABLE,pymupdf_text,cd9c64c15e77b296acab9a546c7fa483315998fb55b0bec90c9cf0c59d7bfd92
251,250,778,0,TEXT_AVAILABLE,pymupdf_text,ca73a4ebcd2d0e5ae36f12dfa7861fc3986ea9fa03200bc6d2a205b069856587
252,251,752,0,TEXT_AVAILABLE,pymupdf_text,cd4203a07c2e080f23e81cd268c6ff99da878de37d242342bfad557216806d20
253,252,788,0,TEXT_AVAILABLE,pymupdf_text,e55f9feb02cb25ff8ed92758ac12c0e5714d70b9d51e12e4d27207570f2d0ffe
254,253,762,0,TEXT_AVAILABLE,pymupdf_text,a0a1432c358c4a6f7c881745954899706da775215feb6898b2d477fa19e0ff25
255,254,758,0,TEXT_AVAILABLE,pymupdf_text,283b30affca01a2a995f6a7f21d444292424bbe2f216337794fec3b760395470
256,255,713,0,TEXT_AVAILABLE,pymupdf_text,db5edfa7f1c512102f1b0cb1dd1c09b83d860f328504fc6018bdfb93d5c974d9
257,256,840,0,TEXT_AVAILABLE,pymupdf_text,3221e5d865755f12e4d9fd52863a59f2d4e912e1ac1d215d62f15939a8e449cd
258,257,811,0,TEXT_AVAILABLE,pymupdf_text,c034fe8dca07124d16c99f76c3981e53ad1fa58ec853702576ce5cfb9812cfb7
259,258,714,0,TEXT_AVAILABLE,pymupdf_text,c912ca8cf979b15d5885494702598658931a1636ef45941d5f7004b46497e9ae
260,259,788,0,TEXT_AVAILABLE,pymupdf_text,71cf4bdcdc80b5a0b10f53ebd245361d66868f3768b44681931c12c45d0fef79
261,260,802,0,TEXT_AVAILABLE,pymupdf_text,28e35abb7ee09dd43a3071db7d757b983756f1d3b37d558e4d15cb500fb58211
262,261,742,0,TEXT_AVAILABLE,pymupdf_text,04c14fb29ba5d7d32c47060966c4f63d58db64dac730cb62191bfe8fa09f0003
263,262,844,0,TEXT_AVAILABLE,pymupdf_text,9664d192cc34b26106c9ffb1eec6f67836ffd6a5e7bd960dc7ce2065da72d0b1
264,263,727,0,TEXT_AVAILABLE,pymupdf_text,087b3687b9a4c415433fa4d6a1f2529c4d8bf32a4bc2221920a3b50c469ebf11
265,264,721,0,TEXT_AVAILABLE,pymupdf_text,2662e487d47b1053ae252c52427350bf8df835c91508570d774493a76fe0e5fc
266,265,636,0,TEXT_AVAILABLE,pymupdf_text,6d8bc56df83be227a207b587561cfec332167a3e29740a005a737c536c3fef66
267,266,830,0,TEXT_AVAILABLE,pymupdf_text,4df2f45f4552e37614214a4dc7b447fae52bc53b003a94d68d7ce9ddc674b4d7
268,267,846,0,TEXT_AVAILABLE,pymupdf_text,9335c1e8003757536be2ff6f50492f39270bbe126ec293422dcf1b3288b3eece
269,268,804,0,TEXT_AVAILABLE,pymupdf_text,4cb854db3661741ebf246131b0063d656783ac525e9128fd8ad230bc9074456d
270,269,677,0,TEXT_AVAILABLE,pymupdf_text,1f2fe2fd89ddb32c4bad504241acacce7010226e47f0a3b6e3260d4c320dd341
271,270,789,0,TEXT_AVAILABLE,pymupdf_text,73193b7427e72d2e7f8210e98078a8de39e17e532904265a0aa32d9ae237ea39
272,271,835,0,TEXT_AVAILABLE,pymupdf_text,b87d0ce5d2858136003ffc4b81ef44b3e37e043cfcec62ca644641d4d9995a1c
273,272,858,0,TEXT_AVAILABLE,pymupdf_text,f08a8ccc0493dce2b7beaf197622f47ffeb18d9685ed6d2941521b0ffb8a6803
274,273,801,0,TEXT_AVAILABLE,pymupdf_text,e4fda8b0b9b7d3e95963538394217625356ed813db1ed8f947da9262fe98266b
275,274,711,0,TEXT_AVAILABLE,pymupdf_text,3d2cbb5fa41b1c0f5ee48f7e9cedca9ada8832bbb6f014f8a78d4d0518069503
276,275,796,0,TEXT_AVAILABLE,pymupdf_text,0f73fd9aed78da9d2e7a36c77a3f7d5e20a2a918d74fa305dd40a9d47a230429
277,276,757,0,TEXT_AVAILABLE,pymupdf_text,48b71ec90ffbc40402bc2634a1496bf2f696a02707a5398b597e6862c549e64c
278,277,820,0,TEXT_AVAILABLE,pymupdf_text,50fe10af18b117967a06004f17f601a61f5c9c1adddb9342d87590d20ed2184f
279,278,752,0,TEXT_AVAILABLE,pymupdf_text,47ba5bc6f18e5e37cb687cac78f32cc9bebb6588fc72c6fc6239e1e52ec8b1e8
280,279,886,0,TEXT_AVAILABLE,pymupdf_text,aedd7874736def522fc5674d36718bd0cf5fd5f6104aca836a60f5e6b6aa2a7e
281,280,1141,0,TEXT_AVAILABLE,pymupdf_text,6b6c47bc0f8d83a9c7dd4a098321b94a4be7ee446675ab6fb35f4e1a8ce6851c
